id,text,label,issue_type,sub_issue,raw_label,anchor_source,source_row_id
sheet1_r198_parent,Too many follow-up requests,Timeout > Rate Limit Issue,Timeout,Rate Limit Issue,Timeout > Rate Limit Issue,parent,198
sheet1_r200_parent,Host id BCGI does not exist,Timeout > Unknown,Timeout,Unknown,Timeout > Unknown,parent,200
sheet1_r201_parent,Read timed out,Timeout > Unknown,Timeout,Unknown,Timeout > Unknown,parent,201
sheet1_r202_parent,nnull for https,Timeout > Unknown,Timeout,Unknown,Timeout > Unknown,parent,202
sheet1_r204_parent,ERROR RESPONSE 500,SP Issue > Config Issue,SP Issue,Config Issue,SP Issue > Config Issue,parent,204
sheet1_r204_baby,Credit card token is required for Marketplace rates and Automated payments,SP Issue > Config Issue,SP Issue,Config Issue,SP Issue > Config Issue,baby,204
sheet1_r204_combined,ERROR RESPONSE 500 || Credit card token is required for Marketplace rates and Automated payments,SP Issue > Config Issue,SP Issue,Config Issue,SP Issue > Config Issue,combined,204
sheet1_r205_parent,已经售罄,SP Issue > Config Issue,SP Issue,Config Issue,SP Issue > Config Issue,parent,205
sheet1_r206_parent,无法预订,SP Issue > Config Issue,SP Issue,Config Issue,SP Issue > Config Issue,parent,206
sheet1_r207_parent,"Instantiation of [simple type, class com.headout.vendor.plugins.rayna.api.models.Result] value failed for JSON",SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,207
sheet1_r208_parent,RC system error,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,208
sheet1_r208_baby,RC system error response with no details,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,baby,208
sheet1_r208_combined,RC system error || RC system error response with no details,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,combined,208
sheet1_r209_parent,SUPPLIER_SUBSYSTEM_ERROR,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,209
sheet1_r210_parent,SUPPLIER_SUBSYSTEM_ERROR,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,210
sheet1_r210_baby,Status Returned: 400,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,baby,210
sheet1_r210_combined,SUPPLIER_SUBSYSTEM_ERROR || Status Returned: 400,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,combined,210
sheet1_r211_parent,SUPPLIER_SUBSYSTEM_ERROR,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,211
sheet1_r211_baby,Status Returned: 500,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,baby,211
sheet1_r211_combined,SUPPLIER_SUBSYSTEM_ERROR || Status Returned: 500,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,combined,211
sheet1_r212_parent,creator parameter content which is a non-nullable,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,212
sheet1_r213_parent,creator parameter data which is a non-nullable type,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,213
sheet1_r214_parent,error.supplier.api.error,SP Issue > Unknown,SP Issue,Unknown,SP Issue > Unknown,parent,214
sheet1_r215_parent,Could not find product,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,parent,215
sheet1_r216_parent,INVALID_BARCODE_NOT_AVAILABLE,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,parent,216
sheet1_r216_baby,there are no barcodes available,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,baby,216
sheet1_r216_combined,INVALID_BARCODE_NOT_AVAILABLE || there are no barcodes available,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,combined,216
sheet1_r217_parent,RC system error,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,parent,217
sheet1_r217_baby,The requested product is not available,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,baby,217
sheet1_r217_combined,RC system error || The requested product is not available,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,combined,217
sheet1_r218_parent,error.package.item.not.published,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,parent,218
sheet1_r219_parent,error.ticket.type.id.not.exist,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,parent,219
sheet1_r220_parent,error.ticket.type.not.distributed,SP Issue > Product Unavailable,SP Issue,Product Unavailable,SP Issue > Product Unavailable,parent,220
sheet1_r221_parent,INVALID_THIRDPARTY_RESERVATION,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,221
sheet1_r221_baby,An error occured when request was processing at supplier end. Please contact with API,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,221
sheet1_r221_combined,INVALID_THIRDPARTY_RESERVATION || An error occured when request was processing at supplier end. Please contact with API,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,221
sheet1_r222_parent,INVALID_THIRDPARTY_RESERVATION,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,222
sheet1_r222_baby,Unexpected response is received from third party supplier,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,222
sheet1_r222_combined,INVALID_THIRDPARTY_RESERVATION || Unexpected response is received from third party supplier,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,222
sheet1_r223_parent,INVALID_THIRDPARTY_RESERVATION,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,223
sheet1_r223_baby,Unexpected response is received from third party supplier. Please contact with API,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,223
sheet1_r223_combined,INVALID_THIRDPARTY_RESERVATION || Unexpected response is received from third party supplier. Please contact with API,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,223
sheet1_r224_parent,INVALID_THIRDPARTY_RESERVATION,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,224
sheet1_r224_baby,contains inconsistent or invalid data or is missing data,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,224
sheet1_r224_combined,INVALID_THIRDPARTY_RESERVATION || contains inconsistent or invalid data or is missing data,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,224
sheet1_r225_parent,Inventory product,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,225
sheet1_r225_baby,cannot be booked,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,225
sheet1_r225_combined,Inventory product || cannot be booked,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,225
sheet1_r226_parent,Reservation failed for product id,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,226
sheet1_r226_baby,Error while creating reservation,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,226
sheet1_r226_combined,Reservation failed for product id || Error while creating reservation,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,226
sheet1_r227_parent,error.allotment.hold,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,227
sheet1_r228_parent,error.contact.account.manager,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,228
sheet1_r229_parent,error.merchant.booking.error,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,229
sheet1_r230_parent,error.supplier.api.error,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,parent,230
sheet1_r230_baby,The ticket has been redeemed,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,baby,230
sheet1_r230_combined,error.supplier.api.error || The ticket has been redeemed,SP Issue > Booking Failed,SP Issue,Booking Failed,SP Issue > Booking Failed,combined,230
sheet1_r231_parent,PENDING_PAYMENT,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,parent,231
sheet1_r232_parent,RC system error,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,parent,232
sheet1_r232_baby,Cannot read properties of undefined,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,baby,232
sheet1_r232_combined,RC system error || Cannot read properties of undefined,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,combined,232
sheet1_r233_parent,RC system error,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,parent,233
sheet1_r233_baby,No sessions available,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,baby,233
sheet1_r233_combined,RC system error || No sessions available,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,combined,233
sheet1_r234_parent,RC system error,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,parent,234
sheet1_r234_baby,Reservation in the external system failed,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,baby,234
sheet1_r234_combined,RC system error || Reservation in the external system failed,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,combined,234
sheet1_r235_parent,RC system error,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,parent,235
sheet1_r235_baby,Unexpected token,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,baby,235
sheet1_r235_combined,RC system error || Unexpected token,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,combined,235
sheet1_r236_parent,RC_INTERNAL_ERROR,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,parent,236
sheet1_r236_baby,ProcessingException Already connected,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,baby,236
sheet1_r236_combined,RC_INTERNAL_ERROR || ProcessingException Already connected,SP Issue > Booking Not Confirmed,SP Issue,Booking Not Confirmed,SP Issue > Booking Not Confirmed,combined,236
sheet1_r237_parent,ya ha sido utilizado por el Partner,SP Issue > Stale Inventory,SP Issue,Stale Inventory,SP Issue > Stale Inventory,parent,237
sheet1_r238_parent,Payed order is null,SP Issue > Pending Confirmation,SP Issue,Pending Confirmation,SP Issue > Pending Confirmation,parent,238
sheet1_r239_parent,REJECTED,SP Issue > ID disabled,SP Issue,ID disabled,SP Issue > ID disabled,parent,239
sheet1_r239_baby,Channel is not enabled for the supplier,SP Issue > ID disabled,SP Issue,ID disabled,SP Issue > ID disabled,baby,239
sheet1_r239_combined,REJECTED || Channel is not enabled for the supplier,SP Issue > ID disabled,SP Issue,ID disabled,SP Issue > ID disabled,combined,239
sheet1_r240_parent,not valid,SP Issue > Product Code Issue,SP Issue,Product Code Issue,SP Issue > Product Code Issue,parent,240
sheet1_r240_baby,"code\"":4002",SP Issue > Product Code Issue,SP Issue,Product Code Issue,SP Issue > Product Code Issue,baby,240
sheet1_r240_combined,"not valid || code\"":4002",SP Issue > Product Code Issue,SP Issue,Product Code Issue,SP Issue > Product Code Issue,combined,240
sheet1_r241_parent,Invalid checkout option,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,parent,241
sheet1_r241_baby,CUSTOMER_NO_PAYMENT,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,baby,241
sheet1_r241_combined,Invalid checkout option || CUSTOMER_NO_PAYMENT,SP Issue > Payment Issue,SP Issue,Payment Issue,SP Issue > Payment Issue,combined,241
sheet1_r242_parent,Existing External OrderNumber,SP Issue > Auto Reschedule Failed,SP Issue,Auto Reschedule Failed,SP Issue > Auto Reschedule Failed,parent,242
sheet1_r244_parent,An event id must be supplied,Orphan,Orphan,,Orphan,parent,244
sheet1_r245_parent,Booking invalid,Orphan,Orphan,,Orphan,parent,245
sheet1_r245_baby,fase di prenotazione sul provider,Orphan,Orphan,,Orphan,baby,245
sheet1_r245_combined,Booking invalid || fase di prenotazione sul provider,Orphan,Orphan,,Orphan,combined,245
sheet1_r246_parent,DEADLINE_EXCEEDED,Orphan,Orphan,,Orphan,parent,246
sheet1_r247_parent,DEADLINE_EXCEEDED,Orphan,Orphan,,Orphan,parent,247
sheet1_r247_baby,Request timeout,Orphan,Orphan,,Orphan,baby,247
sheet1_r247_combined,DEADLINE_EXCEEDED || Request timeout,Orphan,Orphan,,Orphan,combined,247
sheet1_r248_parent,Error at low level API lib,Orphan,Orphan,,Orphan,parent,248
sheet1_r249_parent,Error while calling API: HTTP,Orphan,Orphan,,Orphan,parent,249
sheet1_r250_parent,FAIL_SIG,Orphan,Orphan,,Orphan,parent,250
sheet1_r251_parent,Failed to retrieve product pricing,Orphan,Orphan,,Orphan,parent,251
sheet1_r252_parent,INTERNAL_SERVER_ERROR,Orphan,Orphan,,Orphan,parent,252
sheet1_r252_baby,Please pass the id of the object by calling,Orphan,Orphan,,Orphan,baby,252
sheet1_r252_combined,INTERNAL_SERVER_ERROR || Please pass the id of the object by calling,Orphan,Orphan,,Orphan,combined,252
sheet1_r253_parent,INTERNAL_SERVER_ERROR,Orphan,Orphan,,Orphan,parent,253
sheet1_r253_baby,can't convert nil into Float,Orphan,Orphan,,Orphan,baby,253
sheet1_r253_combined,INTERNAL_SERVER_ERROR || can't convert nil into Float,Orphan,Orphan,,Orphan,combined,253
sheet1_r254_parent,INTERNAL_SERVER_ERROR,Orphan,Orphan,,Orphan,parent,254
sheet1_r254_baby,terms_accepted_default,Orphan,Orphan,,Orphan,baby,254
sheet1_r254_combined,INTERNAL_SERVER_ERROR || terms_accepted_default,Orphan,Orphan,,Orphan,combined,254
sheet1_r255_parent,INTERNAL_SERVER_ERROR,Orphan,Orphan,,Orphan,parent,255
sheet1_r255_baby,undefined method 'cancelled_at,Orphan,Orphan,,Orphan,baby,255
sheet1_r255_combined,INTERNAL_SERVER_ERROR || undefined method 'cancelled_at,Orphan,Orphan,,Orphan,combined,255
sheet1_r256_parent,Internal Server Error,Orphan,Orphan,,Orphan,parent,256
sheet1_r256_baby,bookings/create,Orphan,Orphan,,Orphan,baby,256
sheet1_r256_combined,Internal Server Error || bookings/create,Orphan,Orphan,,Orphan,combined,256
sheet1_r257_parent,Internal Service Error,Orphan,Orphan,,Orphan,parent,257
sheet1_r258_parent,Internal Service Error,Orphan,Orphan,,Orphan,parent,258
sheet1_r258_baby,500.502.100,Orphan,Orphan,,Orphan,baby,258
sheet1_r258_combined,Internal Service Error || 500.502.100,Orphan,Orphan,,Orphan,combined,258
sheet1_r259_parent,MISSING OR INCORRECT KEY,Orphan,Orphan,,Orphan,parent,259
sheet1_r260_parent,No place for this,Orphan,Orphan,,Orphan,parent,260
sheet1_r261_parent,No prices returned for product,Orphan,Orphan,,Orphan,parent,261
sheet1_r262_parent,REJECTED,Orphan,Orphan,,Orphan,parent,262
sheet1_r262_baby,Booking is canceled,Orphan,Orphan,,Orphan,baby,262
sheet1_r262_combined,REJECTED || Booking is canceled,Orphan,Orphan,,Orphan,combined,262
sheet1_r263_parent,REJECTED,Orphan,Orphan,,Orphan,parent,263
sheet1_r263_baby,Quantity is too high,Orphan,Orphan,,Orphan,baby,263
sheet1_r263_combined,REJECTED || Quantity is too high,Orphan,Orphan,,Orphan,combined,263
sheet1_r264_parent,Remote Connection Not Found,Orphan,Orphan,,Orphan,parent,264
sheet1_r265_parent,Remote Connection Not Found,Orphan,Orphan,,Orphan,parent,265
sheet1_r265_baby,bookings/create,Orphan,Orphan,,Orphan,baby,265
sheet1_r265_combined,Remote Connection Not Found || bookings/create,Orphan,Orphan,,Orphan,combined,265
sheet1_r266_parent,Request malformed,Orphan,Orphan,,Orphan,parent,266
sheet1_r267_parent,UNAVAILABLE,Orphan,Orphan,,Orphan,parent,267
sheet1_r267_baby,connection reset by peer,Orphan,Orphan,,Orphan,baby,267
sheet1_r267_combined,UNAVAILABLE || connection reset by peer,Orphan,Orphan,,Orphan,combined,267
sheet1_r268_parent,UNKNOWN,Orphan,Orphan,,Orphan,parent,268
sheet1_r269_parent,Unable to checkout,Orphan,Orphan,,Orphan,parent,269
sheet1_r270_parent,cannot store Credit Card,Orphan,Orphan,,Orphan,parent,270
sheet1_r271_parent,duplicate_input,Orphan,Orphan,,Orphan,parent,271
sheet1_r272_parent,failed to get allotment calendar,Orphan,Orphan,,Orphan,parent,272
sheet1_r272_baby,connection reset by peer,Orphan,Orphan,,Orphan,baby,272
sheet1_r272_combined,failed to get allotment calendar || connection reset by peer,Orphan,Orphan,,Orphan,combined,272
sheet1_r273_parent,invalid_data,Orphan,Orphan,,Orphan,parent,273
sheet1_r273_baby,Invalid,Orphan,Orphan,,Orphan,baby,273
sheet1_r273_combined,invalid_data || Invalid,Orphan,Orphan,,Orphan,combined,273
sheet1_r274_parent,invalid_data,Orphan,Orphan,,Orphan,parent,274
sheet1_r274_baby,Required,Orphan,Orphan,,Orphan,baby,274
sheet1_r274_combined,invalid_data || Required,Orphan,Orphan,,Orphan,combined,274
sheet1_r276_parent,remote request invalid,Orphan,Orphan,,Orphan,parent,276
sheet1_r277_parent,remote request invalid,Orphan,Orphan,,Orphan,parent,277
sheet1_r277_baby,bookings/create,Orphan,Orphan,,Orphan,baby,277
sheet1_r277_combined,remote request invalid || bookings/create,Orphan,Orphan,,Orphan,combined,277
sheet1_r278_parent,remote request invalid,Orphan,Orphan,,Orphan,parent,278
sheet1_r278_baby,connections/vacancy,Orphan,Orphan,,Orphan,baby,278
sheet1_r278_combined,remote request invalid || connections/vacancy,Orphan,Orphan,,Orphan,combined,278
sheet1_r279_parent,remote system error,Orphan,Orphan,,Orphan,parent,279
sheet1_r280_parent,remote system unavailable,Orphan,Orphan,,Orphan,parent,280
sheet1_r281_parent,response from remote server logically cannot be processed\,Orphan,Orphan,,Orphan,parent,281
sheet1_r282_parent,response received from a remote server technically cannot be processed,Orphan,Orphan,,Orphan,parent,282
sheet1_r283_parent,successful,Orphan,Orphan,,Orphan,parent,283
sheet1_r284_parent,transaction_uuid,Orphan,Orphan,,Orphan,parent,284
sheet1_r286_parent,200,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,286
sheet1_r286_baby,Pickup Details is compulsory in Private and Sharing Transfer,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,286
sheet1_r286_combined,200 || Pickup Details is compulsory in Private and Sharing Transfer,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,286
sheet1_r287_parent,Answer not found for custom field,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,287
sheet1_r287_baby,Flexible Timing (Choose as per your preference),Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,287
sheet1_r287_combined,Answer not found for custom field || Flexible Timing (Choose as per your preference),Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,287
sheet1_r288_parent,Answer not found for custom field,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,288
sheet1_r288_baby,Nationality(nationality),Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,288
sheet1_r288_combined,Answer not found for custom field || Nationality(nationality),Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,288
sheet1_r289_parent,B0001,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,289
sheet1_r289_baby,Gender is required for this traveler,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,289
sheet1_r289_combined,B0001 || Gender is required for this traveler,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,289
sheet1_r290_parent,CustomFieldMap is missing,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,290
sheet1_r291_parent,Email can't be blank,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,291
sheet1_r292_parent,Invalid or missing answers for the booking,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,292
sheet1_r293_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,293
sheet1_r294_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,294
sheet1_r294_baby,dateOfBirth,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,294
sheet1_r294_combined,Please add custom field mapping || dateOfBirth,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,294
sheet1_r295_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,295
sheet1_r295_baby,language,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,295
sheet1_r295_combined,Please add custom field mapping || language,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,295
sheet1_r296_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,296
sheet1_r296_baby,nationality,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,296
sheet1_r296_combined,Please add custom field mapping || nationality,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,296
sheet1_r297_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,297
sheet1_r297_baby,personalIdNumber,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,297
sheet1_r297_combined,Please add custom field mapping || personalIdNumber,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,297
sheet1_r298_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,298
sheet1_r298_baby,pickupPlaceDescription,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,298
sheet1_r298_combined,Please add custom field mapping || pickupPlaceDescription,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,298
sheet1_r299_parent,Please add custom field mapping,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,299
sheet1_r299_baby,title,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,299
sheet1_r299_combined,Please add custom field mapping || title,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,299
sheet1_r300_parent,Unable to find user field,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,300
sheet1_r301_parent,backend pickup not found,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,301
sheet1_r302_parent,custom field ID,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,302
sheet1_r302_baby,not configured,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,302
sheet1_r302_combined,custom field ID || not configured,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,302
sheet1_r303_parent,error.checkout.missing.required.answer,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,303
sheet1_r304_parent,is invalid or missing,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,304
sheet1_r304_baby,"birthdate
government ID",Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,baby,304
sheet1_r304_combined,"is invalid or missing || birthdate
government ID",Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,combined,304
sheet1_r305_parent,pickupPlaces,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,305
sheet1_r306_parent,point not found,Custom Field > Missing Custom Fields,Custom Field,Missing Custom Fields,Custom Field > Missing Custom Fields,parent,306
sheet1_r307_parent,Date of Birth is not valid,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,307
sheet1_r308_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,308
sheet1_r309_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,309
sheet1_r309_baby,11,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,309
sheet1_r309_combined,Wrong custom field id configured || 11,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,309
sheet1_r310_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,310
sheet1_r310_baby,P_GENDER,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,310
sheet1_r310_combined,Wrong custom field id configured || P_GENDER,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,310
sheet1_r311_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,311
sheet1_r311_baby,P_HOME_VISITING_CERTIFICATE,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,311
sheet1_r311_combined,Wrong custom field id configured || P_HOME_VISITING_CERTIFICATE,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,311
sheet1_r312_parent,Wrong custom field id configured,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,parent,312
sheet1_r312_baby,P_HONGKONG_MACAO_PASS,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,baby,312
sheet1_r312_combined,Wrong custom field id configured || P_HONGKONG_MACAO_PASS,Custom Field > Wrong Custom Field Updated,Custom Field,Wrong Custom Field Updated,Custom Field > Wrong Custom Field Updated,combined,312
